,airline_sentiment,airline,name,text,date
6838,positive,Delta,jannasaurusrex,"“@JetBlue: @jannasaurusrex Thanks for the kind words, Janna! #WeAppreciateYou #TrueBlue” and now I'M feeling like a boss #jetbluefame",2015-02-24
6839,positive,Delta,jannasaurusrex,@JetBlue boarding the back of the airplane first. Like a boss. #sosmart #jetblue #frequentflyerappreciates #alsoyayforsnacks,2015-02-24
6840,positive,Delta,SarahEH255,@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏,2015-02-24
6841,negative,Delta,Chewie240,@JetBlue why was Flight 1856 delayed to Buffalo ?  It’s a direct flight and the plane is at the gate.,2015-02-24
6842,negative,Delta,MaryCallaRowan,@JetBlue we are missing our connecting transportation in Puerto Rico as a result. Need to get to Vieques today.,2015-02-24
6843,negative,Delta,deniseimperial,@JetBlue we were supposed to be Vieques by 3pm,2015-02-24
6844,negative,Delta,MaryCallaRowan,@JetBlue your customer service today was deplorable.  There were plenty of ways u could have gotten us on that flight. #badcustomerservice,2015-02-24
6845,negative,Delta,deniseimperial,"@JetBlue absolutely. The missed connection caused us to miss our ferry to Vieques. Get us to Vieques. Also, flight vouchers. #PRBound",2015-02-24
6846,neutral,Delta,geoffkeegan,"@JetBlue Hi there, any rough idea of when January 2016 flights will be made available?",2015-02-24
6847,negative,Delta,PilotFresh,@JetBlue why do this to me sending N598JB to UVF today and its a weekday why not a weekend :'(,2015-02-24
6848,positive,Delta,brandyanncakes,@JetBlue why are you always so amazing! #jetblue #trueblue http://t.co/iIMTJxcvLG,2015-02-24
6849,negative,Delta,deniseimperial,"@JetBlue, I've experienced better service making connecting flight from @united and @AmericanAir #badcustomerservice #jfk #pr",2015-02-24
6850,neutral,Delta,rkflyga,@JetBlue now out of A gates and into main terminal @ DCA. @NATCA members keeping watch from ATCT. #avgeek http://t.co/hPsiEaokwh,2015-02-24
6851,positive,Delta,joahspearman,@JetBlue great will do once I land in JFK,2015-02-24
6852,negative,Delta,skenniston,@JetBlue service getting worse and worse. Plane can't fly waiting on a 2nd aircraft. So much for planning.,2015-02-24
6853,positive,Delta,kbosspotter,@JetBlue haha. TY. Do you know what time that lane opens at Logan?,2015-02-24
6854,neutral,Delta,DontenPhoto,"@JetBlue Flight 1447 (N351JB) ""JBLU"" arrives at @FlyTPA following flight from Westchester County Airport http://t.co/xX2M2jxQep",2015-02-24
6855,negative,Delta,kerifischer,@JetBlue no seat assignment 5 mins before a flight...line 20 people deep. Guess I'm sitting with the baggage? @MarinaDomine,2015-02-24
6856,neutral,Delta,peteiuvara,"@JetBlue here we go again, 2nd round trip to CA in a week #TrueBlue",2015-02-24
6857,positive,Delta,BonnieBitchh,@JetBlue sure is 💙,2015-02-24
6858,neutral,Delta,Ledermuller,@JetBlue wants Customs at Long Beach Airport for future international flights. By @EricBradleyPT http://t.co/J6Hb4JDvER cc: @BrianSumers,2015-02-23
6859,negative,Delta,djcheros,@JetBlue the worst flying experience I've ever suffered through. I'd appreciate my money back.,2015-02-23
6860,positive,Delta,marcmansfield,"@JetBlue after my second call to customer service and the fifth person I talked to, an amazing rep fixed it in about 5 mins! :) #persistence",2015-02-23
6861,neutral,Delta,BigDdaBasedLord,RT @JetBlue: Our fleet's on fleek. http://t.co/WEZUMDimYF,2015-02-23
6862,positive,Delta,don_bangs,@JetBlue thanks so much!,2015-02-23
6863,negative,Delta,marcmansfield,@JetBlue my wife sent me a family invite but I never accepted it. She should not be locked into a family account that never got created.,2015-02-23
6864,neutral,Delta,don_bangs,@JetBlue Hey guys do you have a tail number assigned yet to flight 1373 for tomorrow?,2015-02-23
6865,negative,Delta,marcmansfield,@JetBlue I spent an hour on the phone with customer service only to find out that they can't help. Need help with family pooling asap.,2015-02-23
6866,neutral,Delta,KnockoutOC,At the airport ready to get this @JetBlue red eye going.... Soooooo sleepy.  #NoPlaceLikeHome #eventhoughits2degreesathome,2015-02-23
6867,negative,Delta,marcmansfield,@JetBlue customer service says since my wife setup a family account that she now can't join mine for a year???  Help me fix please.,2015-02-23
6868,negative,Delta,williamzitser,@JetBlue full to capacity. I also pid extra for these seats. Perhaps the crew could be more helpful.,2015-02-23
6869,negative,Delta,williamzitser,@JetBlue we have. Twice. They said they can't dim those lights. But they did on our first flight.,2015-02-23
6870,neutral,Delta,mOnKofficial,“@JetBlue: @maatkare67 We hope you're still our bae! @TatianaKing @thewayoftheid”haa man,2015-02-23
6871,neutral,Delta,sunflwer1975,@JetBlue its domestic I just wanted more of an idea so I don't get surprised.,2015-02-23
6872,positive,Delta,MarkGuerra3,@JetBlue That makes two of us! Lol #Blushing,2015-02-23
6873,neutral,Delta,sunflwer1975,@JetBlue would a storage container like this green one be acceptable to check in with luggage? 18Gal totes http://t.co/mJtK2SFuhG,2015-02-23
6874,positive,Delta,MarkGuerra3,@JetBlue Happy Anniversary!! It's hard to believe you're 15!! You're so young!,2015-02-23
6875,negative,Delta,empiricalco,@JetBlue JFK NYC staff is amazing. The #lax JetBlue... Sending an email with details but it was a disappointing experience @JetBlueCheeps,2015-02-23
6876,positive,Delta,emooreme,@JetBlue #1680 Super smooth flight and landing. Nicely done.,2015-02-23
6877,neutral,Delta,djcheros,@JetBlue try harder. Take a winners attitude to your work.,2015-02-23
6878,negative,Delta,djcheros,@JetBlue you can do better than this. And you can do better for me and all the passengers. #flight108 jfk to pwm.,2015-02-23
6879,negative,Delta,djcheros,@JetBlue we would have been up in the air by now. Now our new plane we've been redirected to has mechanical errors aka more delays 2/3,2015-02-23
6880,negative,Delta,djcheros,@JetBlue you delay all my flights. Then you redirect my gate. Then you tell me had we stuck with the original gate we would have 1/3,2015-02-23
6881,neutral,Delta,thereal_edwin,“@JetBlue: Our fleet's on fleek. http://t.co/Vxn2J36M7V” this happened,2015-02-23
6882,negative,Delta,DarthVada_R2D2,@JetBlue - Definitely no note from whoever stole from me.,2015-02-23
6883,negative,Delta,DarthVada_R2D2,@JetBlue but the 4 hour policy- when I called and they said I didn't report it soon enough. What would have changed if I had noticed sooner?,2015-02-23
6884,negative,Delta,DarthVada_R2D2,@JetBlue - Hopefully that will help someone in the future. Would there have been a different procedure if I had discovered the theft sooner?,2015-02-23
6885,negative,Delta,DarthVada_R2D2,@JetBlue - I did that as soon as I realized. Will they try to figure out who is stealing from people's bags? Security cameras? Anything?,2015-02-23
6886,negative,Delta,DarthVada_R2D2,"@JetBlue - I did, but since I was stranded in SYR without a ride I missed the window of opportunity to have rights in this matter. (4 hours)",2015-02-23
6887,negative,Delta,williampseymour,@JetBlue absolutely no worries. I'm just never flying with you again. Ever. Even I have to hitch hike cross country #passengersarepeople,2015-02-23
6888,negative,Delta,djcheros,@JetBlue DONT LOSE MY LUGGAGE!!!,2015-02-23
6889,negative,Delta,djcheros,@jetblue you just directed me to your mobile website. Where is the direct link? GET IT TOGETHER!,2015-02-23
6890,negative,Delta,djcheros,@JetBlue if I had made as many mistakes as you in as short a period of time. I would I have lost my job at this point!!!,2015-02-23
6891,negative,Delta,williampseymour,@JetBlue I understand why ur doing it. But for someone who just traveled 2+ hours to get here early. Relax b4 flight etc. Adv notice maybe??,2015-02-23
6892,negative,Delta,djcheros,@JetBlue not one of my four flights this trip has been on time. What the he'll is your companies problem?,2015-02-23
6893,neutral,Delta,JoeDavis913,Stop this madness RT @JetBlue: Our fleet's on fleek. http://t.co/7x9uSbj2FV,2015-02-23
6894,neutral,Delta,kbosspotter,@JetBlue I can't find a good photo of it... You got one? #goodnight,2015-02-23
6895,positive,Delta,jennielin,"@JetBlue FYI, I'm onboard #616 comfortably travelling to JFK, seat was no problem as you said. Thanks for making flying more civilized!",2015-02-23
6896,positive,Delta,kbosspotter,"@JetBlue I like "" Follow @JetBlue """,2015-02-23
6897,neutral,Delta,kbosspotter,@JetBlue or she ;),2015-02-23
6898,negative,Delta,MariaZarkadas,@JetBlue @DatingRev mco to lag two hour delay and sitting in Tarmac going on 40 minutes with infants crying on plane!! Get us off this plane,2015-02-23
6899,negative,Delta,DatingRev,"@JetBlue what maintenance?  The flight landed from Jamaica, has to go through security then get to term 3 then cleaned then board",2015-02-23
6900,negative,Delta,kbosspotter,@JetBlue that's not a answer!,2015-02-23
6901,neutral,Delta,kbosspotter,@JetBlue if i ask ask the pilot will he tell me the name of our aiecraft,2015-02-23
6902,neutral,Delta,kbosspotter,@JetBlue AIRPORT CODE TEST GO. SLC.  BOS MCO,2015-02-23
6903,neutral,Delta,ms_janedough,“@JetBlue: Our fleet's on fleek. http://t.co/BBM6PAbORt” &lt;&lt;Now THAT is fuckin funny. 😂,2015-02-23
6904,neutral,Delta,DeputyBrans,@JetBlue Do you have any flights with lie flat seating from STL to PDX on or around the date of March 5?,2015-02-23
6905,neutral,Delta,LongBeachPost,@JetBlue formally requests @LBAirport and @LongBeachCity to establish customs facilities for international flights http://t.co/jByVMsOd29,2015-02-23
6906,negative,Delta,borywrites,See what you started now @nytimes RT @JetBlue: Our fleet's on fleek. http://t.co/atd2Sm8HF4,2015-02-23
6907,negative,Delta,sharkb8t,".@JetBlue Navigating through 2 rebooks due to flu &amp; ice to visit my Mother.  Your CS reps have been so very helpful, patient and friendly.",2015-02-23
6908,neutral,Delta,CougSID,@JetBlue Are all of your flights out of Charleston tomorrow on-time or is there a possibility for delays/Cancelled Flightlations?,2015-02-23
6909,negative,Delta,DatingRev,@JetBlue well our plane just landed at the international terminal... so they announced the 10 pm new time.,2015-02-23
6910,negative,Delta,carolinerkenny,@JetBlue there were seats but after waiting on hold for 20 minutes they were gone-now she has to stay another night in charleston-very pricy,2015-02-23
6911,negative,Delta,carolinerkenny,"@JetBlue not ok to Cancelled Flight flight 1274 tmrw for ""weather"" &amp; to rebook 4 flight the next day when there is flight tmrw night. no compensation?",2015-02-23
6912,negative,Delta,DatingRev,@JetBlue I guess you weren't able to do anything to improve the time.. and now it looks even Late Flightr.. going to be a #zombie tomorrow,2015-02-23
6913,neutral,Delta,therichardkirby,Welp. “@JetBlue: Our fleet's on fleek. http://t.co/kwUEk1uKbC”,2015-02-23
6914,neutral,Delta,fromtheleftseat,@JetBlue plan to repair its brand http://t.co/ui9M8YpzH2 via @WSJ,2015-02-23
6915,neutral,Delta,RogerSaintange,@JetBlue ok is I hope thy the Bahamas next,2015-02-23
6916,neutral,Delta,twice_sifted,“@JetBlue: Our fleet's on fleek. http://t.co/7XMaV13G2W” http://t.co/Ela7TNtcIR,2015-02-23
6917,positive,Delta,junglejimboston,"@JetBlue Not trying to make you look bad, on your website it says: ""Due to weather in the Charleston, NC"" Its actually in SC, not NC",2015-02-23
6918,neutral,Delta,RobertPiacente,"@JetBlue can your people working this contact me, I have a project in the works.",2015-02-23
6919,neutral,Delta,babasnooker,"@JetBlue When chging flight, isit possible to pay the fare difference in dollars when the ticket was bought completely via point redemption?",2015-02-23
6920,negative,Delta,RobertPiacente,"@JetBlue we're home, you guys recovered, now we can laugh about it and the extra day in barbados. Will you open Cuba soon?",2015-02-23
6921,negative,Delta,4TONEMENT,"@JetBlue Am I the only one who had to look that up? I must be getting old...
 #damn",2015-02-23
6922,neutral,Delta,MCoveteur,Oh yeah? RT @JetBlue: Our fleet's on fleek. http://t.co/FTv2NWWQF1”,2015-02-23
6923,neutral,Delta,RogerSaintange,@JetBlue when are you guys flying it froward in the Bahamas.,2015-02-23
6924,neutral,Delta,2emmyz,“@JetBlue: Our fleet's on fleek. http://t.co/M2wSg2olgo” -_-,2015-02-23
6925,positive,Delta,bostongarden,"@JetBlue Btw, thanks for responding quickly!!",2015-02-23
6926,neutral,Delta,bostongarden,"@JetBlue No, it's weird!! I picked other cities just to test, those worked...not the one I want. Works on phone though, so I'll use that.",2015-02-23
6927,negative,Delta,PaleoMezzo,@JetBlue flight for tomorrow morning Cancelled Flighted &amp; can't seem to rebook me. They can't even get me a seat. No clear answer on why Cancelled Flighted.,2015-02-23
6928,neutral,Delta,jenniferbunni,"Listen, im not gonna deny this but... RT @JetBlue: Our fleet's on fleek. http://t.co/eNXV64RkbU",2015-02-23
6929,neutral,Delta,mmhmmgirl,👉🚪RT @JetBlue: Our fleet's on fleek. http://t.co/dSDEbodmEL,2015-02-23
6930,positive,Delta,sicula,@JetBlue you found my camera!  Thank you!  You rock!,2015-02-23
6931,neutral,Delta,Lets86it,"“@JetBlue: Our fleet's on fleek. http://t.co/g97HAbyeP5”

SMH",2015-02-23
6932,neutral,Delta,MaxNoChain,how sway how “@JetBlue: Our fleet's on fleek. http://t.co/tQc96tKcI9”,2015-02-23
6933,neutral,Delta,hellotweety_,um wut “@JetBlue: Our fleet's on fleek. http://t.co/M4UWcPxtXJ”,2015-02-23
6934,neutral,Delta,LethalHuxtable,Alright... Someone has to stop this! RT @JetBlue: Our fleet's on fleek. http://t.co/lchVJoliDg,2015-02-23
6935,positive,Delta,DiscoLemonadeST,Stop. Please. RT @JetBlue: Our fleet's on fleek. http://t.co/EUl6sDURbU,2015-02-23
6936,neutral,Delta,sassylangosta,@JetBlue SHUT THE DOOR ON YOUR WAY OUT. 🙅,2015-02-23
6937,negative,Delta,babasnooker,@JetBlue does transferring trueblue points within family pooling members cost $? This is after having set up contribution-to-pool already.,2015-02-23
6938,positive,Delta,DatingRev,@JetBlue Gotcha... thanks for the update. I'm ready to go whenever you are :) Enjoy your evening.,2015-02-23
